id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1556,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,649.0,GasA,TA,N,SBrkr,0,1317,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1920,Unf,250.0,TA,Fa,N,0,54,172,0,0,None,MnPrv,None,0,7,2008,WD ,40000
2034,70,RM,60.0,6882,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,684.0,GasA,TA,Y,SBrkr,0,1355,0.0,0.0,1,1,3,1,Gd,7,Typ,0,None,None,None,None,0.0,None,None,Y,136,0,115,0,0,None,None,None,0,3,2007,WD ,127000
308,30,C (all),66.0,8712,Grvl,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,Unf,756.0,GasA,Gd,Y,SBrkr,0,952,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1896,RFn,330.0,TA,TA,N,0,0,265,0,0,None,None,None,0,6,2010,WD ,50138
2176,20,RL,69.2,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,1143.0,GasA,TA,Y,SBrkr,0,1113,1.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1987,RFn,504.0,TA,Gd,Y,370,30,0,0,0,None,GdPrv,None,0,5,2007,WD ,148000
1549,30,RM,71.0,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,740.0,GasA,Ex,Y,SBrkr,0,778,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966,Fin,924.0,Ex,Ex,Y,0,25,0,0,0,None,None,None,0,2,2008,WD ,120500
909,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778.0,GasA,TA,Y,SBrkr,0,1489,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,240.0,TA,TA,Y,335,0,0,0,0,None,GdWo,None,0,7,2009,WD ,139500
892,20,RL,86.0,13286,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1698.0,GasA,Ex,Y,SBrkr,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,768.0,TA,TA,Y,327,64,0,0,0,None,None,None,0,2,2009,WD ,320000
2045,70,RL,107.0,12888,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1005.0,GasA,TA,Y,SBrkr,0,2267,1.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Attchd,1937,Fin,498.0,TA,TA,Y,521,0,0,0,0,None,None,None,0,4,2007,WD ,219000
2927,20,RL,60.6,8885,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,ALQ,864.0,GasA,TA,Y,SBrkr,0,902,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1983,Unf,484.0,TA,TA,Y,164,0,0,0,0,None,MnPrv,None,0,6,2006,WD ,131000
1732,60,RL,62.0,8857,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,738.0,GasA,Ex,Y,SBrkr,0,1495,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,440.0,TA,TA,Y,100,30,0,0,0,None,None,None,0,3,2007,New,171925
998,20,RL,53.0,14137,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1348.0,GasA,Gd,Y,SBrkr,0,1384,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,1996,Unf,404.0,TA,TA,Y,0,39,0,0,0,None,None,None,0,11,2008,WD ,177900
2203,70,RL,53.0,6720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,585.0,GasA,TA,N,SBrkr,0,1436,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1992,Unf,228.0,TA,TA,Y,184,0,0,0,0,None,None,None,0,4,2007,CWD,141500
356,60,RL,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,952.0,GasA,Gd,Y,SBrkr,0,1636,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998,Fin,440.0,TA,TA,Y,0,84,0,0,0,None,None,None,0,10,2009,WD ,191000
2475,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1158.0,GasA,Ex,Y,SBrkr,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006,Unf,576.0,TA,TA,Y,0,50,0,0,0,None,None,None,0,5,2006,New,158000
2264,20,RL,67.0,10656,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638.0,GasA,Ex,Y,SBrkr,0,1646,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,870.0,TA,TA,Y,192,80,0,0,0,None,None,None,0,11,2007,New,248900
2201,50,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,731.0,GasA,Ex,Y,SBrkr,0,1768,1.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939,Unf,240.0,TA,TA,Y,0,0,264,0,0,None,MnPrv,None,0,6,2007,WD ,175000
2545,190,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,BLQ,1187.0,GasA,Ex,Y,SBrkr,0,1565,1.0,0.0,2,0,3,1,Gd,7,Min1,2,TA,Attchd,1965,RFn,299.0,TA,TA,Y,200,25,211,0,0,None,MnPrv,Shed,460,6,2006,WD ,185900
2660,75,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,880.0,GasW,Fa,N,SBrkr,0,1768,0.0,0.0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914,Unf,320.0,TA,TA,N,0,341,0,0,0,None,None,None,0,10,2006,WD ,163000
2882,190,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,TA,TA,Mn,Unf,Unf,660.0,GasA,TA,N,SBrkr,0,1396,0.0,0.0,2,0,4,2,TA,8,Min2,0,None,None,None,None,0.0,None,None,Y,0,0,0,0,0,None,None,None,0,10,2006,WD ,115000
1379,80,RL,80.0,13014,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1008.0,GasA,TA,Y,SBrkr,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978,Unf,484.0,TA,TA,Y,168,0,0,0,0,None,None,None,0,12,2008,WD ,157500
491,60,RL,73.0,15896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,1177.0,GasA,Ex,Y,SBrkr,0,2312,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,658.0,TA,TA,Y,298,0,0,0,0,None,None,None,0,5,2009,WD ,245000
1002,120,RL,41.0,5395,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1337.0,GasA,Gd,Y,SBrkr,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993,RFn,462.0,TA,TA,Y,96,0,70,168,0,None,None,None,0,10,2008,WD ,180000
1848,160,FV,30.6,5105,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,551.0,GasA,Ex,Y,SBrkr,0,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004,Unf,480.0,TA,TA,Y,0,60,0,0,0,None,None,None,0,3,2007,WD ,148800
1455,60,RL,75.0,9473,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1128.0,GasA,Ex,Y,SBrkr,0,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,577.0,TA,TA,Y,0,211,0,0,0,None,None,None,0,3,2008,WD ,237000
908,30,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,290.0,GasA,TA,N,FuseF,0,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,None,Detchd,1930,Unf,246.0,TA,TA,N,0,0,0,0,0,None,None,None,0,1,2009,WD ,60000
1490,85,RL,64.0,12102,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,Unf,456.0,GasA,Ex,Y,SBrkr,0,1033,0.0,1.0,1,0,3,1,TA,6,Typ,0,None,BuiltIn,1976,RFn,504.0,Fa,TA,Y,224,0,0,0,0,None,None,None,0,4,2008,WD ,165000
1465,60,RL,41.0,10905,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1129.0,GasA,Ex,Y,SBrkr,0,2327,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003,RFn,596.0,TA,TA,Y,0,57,0,0,0,None,None,None,0,8,2008,WD ,240000
1627,20,RL,85.2,9556,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1168.0,GasA,Gd,Y,SBrkr,0,1187,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1992,RFn,420.0,TA,TA,Y,0,21,0,0,0,None,None,None,0,8,2007,WD ,160000
2849,190,RH,58.0,6430,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,780.0,GasA,TA,N,FuseF,0,1340,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1945,Unf,440.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,7,2006,WD ,128000
1501,90,RL,65.0,6040,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,None,None,None,None,None,0.0,GasA,TA,N,FuseP,0,1152,0.0,0.0,2,0,2,2,Fa,6,Typ,0,None,None,None,None,0.0,None,None,N,0,0,0,0,0,None,None,None,0,6,2008,WD ,82000
626,20,RL,80.0,14695,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1562.0,GasA,Gd,Y,SBrkr,0,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Gd,Attchd,1966,Unf,542.0,TA,TA,Y,0,110,0,0,342,None,GdWo,None,0,7,2009,WD ,256000
722,70,RM,50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,650.0,GasA,Ex,Y,SBrkr,0,1482,0.0,1.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1930,Unf,324.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,7,2009,WD ,143000
2260,20,RL,67.0,8368,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1689.0,GasA,Ex,Y,SBrkr,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007,Fin,433.0,TA,TA,Y,100,39,0,0,0,None,None,None,0,4,2007,New,231713
1639,190,RL,195.0,41600,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1100.0,GasW,TA,Y,SBrkr,0,1424,1.0,0.0,1,1,3,1,TA,7,Mod,0,None,2Types,1969,Unf,828.0,TA,TA,N,144,0,0,0,0,None,None,None,0,11,2007,WD ,155000
1603,20,RL,59.0,6490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1983,Unf,264.0,TA,TA,Y,315,0,0,0,0,None,GdWo,None,0,4,2008,WD ,128500
1520,30,RL,60.0,7290,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1228.0,GasA,Ex,Y,SBrkr,0,1424,0.0,0.0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921,Unf,312.0,TA,TA,Y,0,0,90,0,0,None,None,None,0,4,2008,WD ,168000
1665,60,RL,38.0,7472,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,725.0,GasA,Gd,Y,SBrkr,0,1479,1.0,0.0,1,1,4,1,Gd,7,Typ,0,None,Attchd,1972,Fin,484.0,TA,TA,Y,0,32,0,0,0,None,None,None,0,6,2007,WD ,184000
2635,190,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1025.0,GasA,TA,Y,SBrkr,0,1025,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,None,None,None,0.0,None,None,Y,96,80,0,0,0,None,None,None,0,3,2006,WD ,124000
581,20,RL,84.4,11717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1442.0,GasA,TA,Y,SBrkr,0,1442,0.0,0.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970,RFn,615.0,TA,TA,Y,371,0,0,0,0,None,None,None,0,2,2009,WD ,185000
2435,60,RL,106.0,11194,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1406.0,GasA,Ex,Y,SBrkr,0,1936,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,504.0,TA,TA,Y,188,124,0,0,0,None,None,None,0,11,2006,WD ,230500
2799,60,RL,90.0,11250,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,Unf,1054.0,GasA,Ex,Y,SBrkr,0,1939,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998,RFn,555.0,TA,TA,Y,128,84,0,0,0,None,None,None,0,5,2006,WD ,227000
883,60,RL,64.0,8633,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,738.0,GasA,Ex,Y,SBrkr,0,1476,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2005,Fin,540.0,TA,TA,Y,100,35,0,0,0,None,None,None,0,2,2009,WD ,173500
2537,85,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,833.0,GasA,Gd,Y,SBrkr,0,898,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1968,RFn,326.0,TA,TA,Y,143,0,0,0,0,None,None,None,0,8,2006,WD ,140000
1120,20,RL,87.0,10037,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1460.0,GasA,Ex,Y,SBrkr,0,1460,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,480.0,TA,TA,Y,0,20,0,0,0,None,None,None,0,8,2008,WD ,247000
774,85,RL,73.6,8014,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,456.0,GasA,TA,Y,SBrkr,0,1034,0.0,1.0,1,0,3,1,TA,5,Typ,1,Fa,Basment,1978,Fin,504.0,TA,TA,Y,0,0,0,0,0,None,None,None,0,6,2009,WD ,149900
1447,20,RL,58.6,12250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,0,1174,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1978,Unf,528.0,TA,TA,Y,211,0,280,0,0,None,None,None,0,5,2008,WD ,158000
104,160,FV,29.4,2403,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,530.0,GasA,Ex,Y,SBrkr,0,1080,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Attchd,2003,RFn,496.0,TA,TA,Y,0,50,0,0,0,None,None,None,0,6,2010,WD ,147110
2694,50,RM,50.0,8600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,780.0,GasA,TA,Y,SBrkr,0,1376,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937,Unf,198.0,TA,TA,N,0,0,0,0,0,None,None,None,0,6,2006,WD ,119500
920,50,RL,60.0,13680,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,840.0,GasA,Ex,Y,SBrkr,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961,Unf,440.0,TA,TA,Y,0,21,150,0,0,None,GdPrv,None,0,2,2009,WD ,205000
1951,70,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,Unf,736.0,GasA,Ex,Y,SBrkr,0,1534,0.0,0.0,1,1,3,1,Gd,6,Typ,0,None,None,None,None,0.0,None,None,N,0,112,0,0,0,None,None,None,0,7,2007,WD ,148000
9,120,RL,39.0,5389,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1595.0,GasA,Ex,Y,SBrkr,0,1616,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,RFn,608.0,TA,TA,Y,237,152,0,0,0,None,None,None,0,3,2010,WD ,236500
2848,50,RL,60.0,10890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,1058.0,GasA,TA,Y,SBrkr,0,1551,1.0,0.0,2,0,3,1,Fa,6,Typ,0,None,Detchd,1938,Unf,240.0,Fa,TA,Y,0,0,0,0,0,None,MnPrv,None,0,7,2006,WD ,137000
614,20,RL,68.0,9768,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,960.0,GasA,Gd,Y,SBrkr,0,960,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1955,RFn,330.0,TA,TA,Y,0,70,0,0,0,None,MnPrv,None,0,2,2009,WD ,122000
1736,20,RL,73.0,8993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1302.0,GasA,Ex,Y,SBrkr,0,1302,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007,Fin,436.0,TA,TA,Y,0,22,0,0,0,None,None,None,0,8,2007,New,176485
